van_ban,loai_heading,tieu_de,noi_dung
NghiDinh158-2025.pdf,nghi_dinh - Điều 24 của Nghị định này.,Điều 24 của Nghị định này.,"3. Trường hợp thời gian hưởng trợ cấp hằng tháng tính theo công thức quy định tại khoản 1 Điều này không đủ
để người lao động hưởng trợ cấp hằng tháng cho đến khi đủ tuổi hưởng trợ cấp hưu trí xã hội, nếu người lao
động có nguyện vọng thì được đóng một lần cho phần còn thiếu để hưởng cho đến khi đủ tuổi hưởng trợ cấp hưu
trí xã hội. Số tiền đóng một lần cho phần còn thiếu để hưởng cho đến khi đủ tuổi hưởng trợ cấp hưu trí xã hội
được tính theo công thức sau:
ST = (T - T ) x TC
mlct dt tt htxh
Trong đó:
a) ST : Số tiền đóng một lần cho phần còn thiếu (đồng);
mlct
b) T Thời gian từ tháng người lao động có văn bản đề nghị đến khi đủ tuổi hưởng trợ cấp hưu trí xã hội (tháng);
dt
c) T : Thời gian hưởng trợ cấp hằng tháng tính theo công thức quy định tại khoản 1 Điều này (tháng);
tt
d) TC : Mức trợ cấp hưu trí xã hội hằng tháng được tính tại thời điểm giải quyết chế độ trợ cấp hằng tháng
htxh
(đồng/tháng). Trường hợp người lao động không thực hiện đóng một lần cho phần còn thiếu ngay tại thời điểm
giải quyết hưởng trợ cấp hằng tháng thì mức trợ cấp hưu trí xã hội hằng tháng được tính tại thời điểm người lao
động đóng một lần cho phần còn thiếu.
4. Trường hợp trong thời gian người lao động hưởng trợ cấp hằng tháng mà có thay đổi về chính sách hoặc điều
kiện của người lao động làm thay đổi về tuổi hưởng trợ cấp hưu trí xã hội hằng tháng thì tiếp tục hưởng trợ cấp
hằng tháng theo thời hạn đã được giải quyết. Trường hợp hết thời hạn hưởng trợ cấp hằng tháng đã được giải
quyết người lao động chưa đủ tuổi hưởng trợ cấp hưu trí xã hội mà người lao động có nguyện vọng được đóng
một lần cho phần còn thiếu để hưởng cho đến khi đủ tuổi hưởng trợ cấp hưu trí xã hội thì thực hiện theo quy
định tại khoản 3 Điều này."
NghiDinh158-2025.pdf,nghi_dinh - Điều 24. Mức trợ cấp hằng tháng,Điều 24. Mức trợ cấp hằng tháng,1. Mức trợ cấp hằng tháng được tính bằng mức trợ cấp hưu trí xã hội hằng tháng quy định tại khoản 1
NghiDinh158-2025.pdf,nghi_dinh - Điều 22,Điều 22,"của Luật Bảo hiểm xã hội tại thời điểm giải quyết hưởng trợ cấp hằng tháng.
2. Trường hợp thời gian hưởng trợ cấp hằng tháng tính theo công thức nêu tại khoản 1"
NghiDinh158-2025.pdf,nghi_dinh - Điều 23 của Nghị định,Điều 23 của Nghị định,"này vượt quá thời gian đến khi đủ tuổi hưởng trợ cấp hưu trí xã hội thì người lao động được tính để hưởng mức
trợ cấp hằng tháng với mức cao hơn mức trợ cấp hưu trí xã hội tại thời điểm giải quyết, mức trợ cấp hằng tháng
cao hơn mức trợ cấp hưu trí xã hội được xác định theo công thức sau:
Trong đó:
a) TC : mức trợ cấp hằng tháng cao hơn mức trợ cấp hưu trí xã hội tại thời điểm giải quyết (đồng/tháng);
tt
b) TC : Mức trợ cấp hưu trí xã hội hằng tháng được tính tại thời điểm giải quyết chế độ trợ cấp hằng tháng
htxh
(đồng/tháng);
c) T : Thời gian hưởng trợ cấp hằng tháng tính theo công thức quy định tại khoản 3 Điều này (tháng);
tt
d) T : Thời gian từ tháng người lao động có văn bản đề nghị đến khi đủ tuổi hưởng trợ cấp hưu trí xã hội
dt
(tháng).
3. Mức trợ cấp hằng tháng được điều chỉnh khi Chính phủ điều chỉnh lương hưu theo quy định tại"
NghiDinh158-2025.pdf,nghi_dinh - Điều 67 của,Điều 67 của,"Luật Bảo hiểm xã hội.
4. Văn bản đề nghị hưởng trợ cấp hằng tháng của người lao động thực hiện theo mẫu do Bảo hiểm xã hội Việt
Nam ban hành."
NghiDinh158-2025.pdf,nghi_dinh - Điều 25. Chế độ đối với thân nhân người đang hưởng trợ cấp hằng tháng chết trước khi hết thời hạn,Điều 25. Chế độ đối với thân nhân người đang hưởng trợ cấp hằng tháng chết trước khi hết thời hạn,"hưởng trợ cấp
1. Người lao động đang hưởng trợ cấp hằng tháng chết khi chưa hết thời hạn hưởng trợ cấp hằng tháng thì thân
nhân được hưởng trợ cấp một lần cho những tháng người lao động chưa nhận. Mức trợ cấp một lần được tính
bằng số tháng chưa nhận nhân với mức trợ cấp hằng tháng người lao động đang hưởng trước khi chết.
2. Người lao động đang hưởng trợ cấp hằng tháng thuộc một trong các trường hợp dưới đây khi chết thì thân
nhân được hưởng một lần trợ cấp mai táng quy định tại khoản 2"
NghiDinh158-2025.pdf,nghi_dinh - Điều 85 của Luật Bảo hiểm xã hội:,Điều 85 của Luật Bảo hiểm xã hội:,"a) Có thời gian đóng bảo hiểm xã hội bắt buộc từ đủ 12 tháng trở lên;
b) Có thời gian đóng bảo hiểm xã hội tự nguyện từ đủ 60 tháng trở lên;
c) Có tổng thời gian đóng bảo hiểm xã hội tự nguyện và bảo hiểm xã hội bắt buộc từ đủ 60 tháng trở lên nếu thời
gian đóng bảo hiểm xã hội bắt buộc hoặc thời gian đóng bảo hiểm xã hội tự nguyện không đáp ứng điều kiện quy
định tại điểm a và điểm b khoản này.
3. Hồ sơ đề nghị hưởng trợ cấp một lần và trợ cấp mai táng quy định tại khoản 1 và khoản 2 Điều này bao gồm:
a) Bản sao giấy chứng tử hoặc trích lục khai tử hoặc bản sao giấy báo tử hoặc bản sao quyết định của Tòa án
tuyên bố là đã chết;
b) Tờ khai của thân nhân theo mẫu do Bảo hiểm xã hội Việt Nam ban hành.
4. Giải quyết hưởng trợ cấp một lần và trợ cấp mai táng quy định tại khoản 1 và khoản 2 Điều này như sau:
a) Trong thời hạn 90 ngày kể từ ngày người hưởng trợ cấp hằng tháng chết thì thân nhân nộp hồ sơ quy định tại
khoản 3 Điều này cho cơ quan bảo hiểm xã hội;
b) Trong thời hạn 10 ngày làm việc kể từ ngày nhận đủ hồ sơ theo quy định, cơ quan bảo hiểm xã hội có trách
nhiệm giải quyết; trường hợp không giải quyết thì phải trả lời bằng văn bản và nêu rõ lý do.
Chương V
CHẾ ĐỘ HƯU TRÍ, TỬ TUẤT ĐỐI VỚI NGƯỜI LAO ĐỘNG TRONG TRƯỜNG
HỢP NGƯỜI SỬ DỤNG LAO ĐỘNG KHÔNG CÒN KHẢ NĂNG ĐÓNG"
NghiDinh158-2025.pdf,nghi_dinh - Điều 26. Đối tượng áp dụng,Điều 26. Đối tượng áp dụng,"1. Người lao động trong trường hợp người sử dụng lao động không còn khả năng đóng bảo hiểm xã hội cho
người lao động trước ngày 01 tháng 7 năm 2024.
2. Người sử dụng lao động không còn khả năng đóng bảo hiểm xã hội cho người lao động quy định tại khoản 1
Điều này thuộc một trong các trường hợp sau:
a) Người sử dụng lao động đã có quyết định tuyên bố phá sản của Tòa án theo quy định của pháp luật về phá sản;
b) Người sử dụng lao động đang làm thủ tục phá sản;
c) Người sử dụng lao động đang làm thủ tục giải thể;
d) Người sử dụng lao động được cơ quan quản lý thuế xác định không còn hoạt động kinh doanh tại địa chỉ đã
đăng ký;
đ) Bị thu hồi Giấy chứng nhận đăng ký doanh nghiệp;
e) Người sử dụng lao động không có người đại diện theo pháp luật, người được ủy quyền thực hiện quyền và
nghĩa vụ của người đại diện theo pháp luật."
NghiDinh158-2025.pdf,"nghi_dinh - Điều 27. Xác nhận thời gian đóng bảo hiểm xã hội của người lao động để làm căn cứ giải quyết, điều chỉnh","Điều 27. Xác nhận thời gian đóng bảo hiểm xã hội của người lao động để làm căn cứ giải quyết, điều chỉnh","chế độ hưu trí, tử tuất
1. Thời gian đóng bảo hiểm xã hội của người lao động theo quy định tại khoản 1"
NghiDinh158-2025.pdf,nghi_dinh - Điều 26 Nghị định này được,Điều 26 Nghị định này được,"xác nhận để làm căn cứ giải quyết, điều chỉnh chế độ hưu trí, tử tuất là thời gian đóng bảo hiểm xã hội bao gồm
cả thời gian chậm đóng, trốn đóng bảo hiểm xã hội bắt buộc trước ngày 01 tháng 7 năm 2024 đối với trường hợp
người sử dụng lao động thuộc trường hợp theo quy định tại khoản 2"
NghiDinh158-2025.pdf,nghi_dinh - Điều 26 Nghị định này.,Điều 26 Nghị định này.,"2. Thời gian chậm đóng, trốn đóng bảo hiểm xã hội bắt buộc trước ngày 01 tháng 7 năm 2024 của người lao
động theo quy định tại khoản 1 Điều này, không bao gồm thời gian người lao động nghỉ việc và không hưởng
tiền lương từ 14 ngày làm việc trở lên trong tháng, trừ thời gian nghỉ việc hưởng chế độ thai sản được tính là thời
gian đóng bảo hiểm xã hội theo quy định của pháp luật về bảo hiểm xã hội."
NghiDinh158-2025.pdf,nghi_dinh - Điều 28. Căn cứ xác nhận thời gian đóng bảo hiểm xã hội,Điều 28. Căn cứ xác nhận thời gian đóng bảo hiểm xã hội,"1. Căn cứ xác định người sử dụng lao động không còn khả năng đóng bảo hiểm xã hội cho người lao động:
a) Quyết định tuyên bố phá sản của Tòa án đối với trường hợp đã có quyết định tuyên bố phá sản của Tòa án
theo quy định của pháp luật về phá sản;
b) Quyết định mở thủ tục phá sản của Tòa án đối với trường hợp đang làm thủ tục phá sản;
c) Thông báo của cơ quan đăng ký kinh doanh về việc doanh nghiệp đang làm thủ tục giải thể đối với trường hợp
đang làm thủ tục giải thể;
d) Thông tin về tình trạng pháp lý “Không còn hoạt động kinh doanh tại địa chỉ đã đăng ký” của doanh nghiệp
tại Cơ sở dữ liệu quốc gia về đăng ký doanh nghiệp;
đ) Quyết định thu hồi Giấy chứng nhận đăng ký doanh nghiệp đối với trường hợp bị thu hồi Giấy chứng nhận
đăng ký doanh nghiệp;
e) Thông báo của cơ quan chuyên môn về đăng ký kinh doanh thuộc Ủy ban nhân dân cấp tỉnh đối với trường
hợp không có người đại diện theo pháp luật.
2. Căn cứ xác định thời gian người lao động làm việc tại đơn vị sử dụng lao động trong thời gian chậm đóng,
trốn đóng bảo hiểm xã hội bắt buộc.
a) Dữ liệu quản lý của cơ quan bảo hiểm xã hội. Cơ quan bảo hiểm xã hội rà soát, đối chiếu dữ liệu quản lý đảm
bảo việc xác định đúng thời gian người lao động làm việc tại đơn vị sử dụng lao động trong thời gian chậm
đóng, trốn đóng bảo hiểm xã hội bắt buộc;
b) Trường hợp không có trong dữ liệu quản lý của cơ quan bảo hiểm xã hội, Ủy ban nhân dân cấp tỉnh chỉ đạo cơ
quan bảo hiểm xã hội và các cơ quan có liên quan rà soát, xác định thời gian người lao động làm việc tại đơn vị
sử dụng lao động trong thời gian chậm đóng, trốn đóng bảo hiểm xã hội bắt buộc."
NghiDinh158-2025.pdf,"nghi_dinh - Điều 29. Trình tự, thủ tục xác nhận thời gian đóng bảo hiểm xã hội","Điều 29. Trình tự, thủ tục xác nhận thời gian đóng bảo hiểm xã hội",1. Người lao động quy định tại khoản 1
NghiDinh158-2025.pdf,nghi_dinh - Điều 26 của Nghị định này hoặc thân nhân của người lao động trong,Điều 26 của Nghị định này hoặc thân nhân của người lao động trong,"trường hợp người lao động đã chết có văn bản đề nghị xác nhận thời gian đóng bảo hiểm xã hội theo mẫu do cơ
quan bảo hiểm xã hội ban hành gửi cơ quan bảo hiểm xã hội.
2. Trong thời hạn 15 ngày làm việc kể từ ngày nhận được văn bản đề nghị của người lao động hoặc thân nhân
của người lao động, cơ quan bảo hiểm xã hội thực hiện xác nhận thời gian đóng bảo hiểm xã hội của người lao
động; trường hợp cần phải xác minh lại quá trình đóng bảo hiểm xã hội thì thời hạn không quá 45 ngày; trường
hợp không xác nhận thì phải trả lời bằng văn bản và nêu rõ lý do."
NghiDinh158-2025.pdf,"nghi_dinh - Điều 30. Giải quyết chế độ hưu trí, tử tuất đối với người lao động","Điều 30. Giải quyết chế độ hưu trí, tử tuất đối với người lao động","1. Việc giải quyết chế độ hưu trí, tử tuất đối với người lao động trong trường hợp người sử dụng lao động không
còn khả năng đóng bảo hiểm xã hội cho người lao động trước ngày 01 tháng 7 năm 2024 được thực hiện theo
quy định của Luật Bảo hiểm xã hội và các văn bản quy định chi tiết và hướng dẫn thi hành một số điều của Luật
Bảo hiểm xã hội.
2. Đối với các trường hợp người lao động đã được giải quyết hưởng chế độ hưu trí và tử tuất mà chưa được tính
hưởng đối với thời gian chậm đóng, trốn đóng bảo hiểm xã hội bắt buộc được xác nhận theo quy định tại"
